geoid,name,state,source_id,median_permitting_timeline,pctile_1,pctile_10,pctile_25,pctile_50,pctile_75,pctile_90,pctile_95,data_source,num_records,population,year
1755470,Okawville village,Illinois,,,,,,,,,,,,1263,
4054100,Okay town,Oklahoma,,,,,,,,,,,,432,
551500,O'Kean town,Arkansas,,,,,,,,,,,,149,
4054150,Okeene town,Oklahoma,,,,,,,,,,,,1044,
4054200,Okemah city,Oklahoma,,,,,,,,,,,,3078,
2052525,Oketo city,Kansas,,,,,,,,,,,,119,
40107,Okfuskee County,Oklahoma,,,,,,,,,,,,5516,
4256496,Oklahoma borough,Pennsylvania,,,,,,,,,,,,964,
40109,Oklahoma County,Oklahoma,,,,,,,,,,,,19679,
2748202,Oklee city,Minnesota,,,,,,,,,,,,399,
40111,Okmulgee County,Oklahoma,,,,,,,,,,,,15278,
1958710,Okoboji city,Iowa,,,,,,,,,,,,784,
2853680,Okolona city,Mississippi,,,,,,,,,,,,2597,
551530,Okolona town,Arkansas,,,,,,,,,,,,315,
4055200,Oktaha town,Oklahoma,,,,,,,,,,,,270,
28105,Oktibbeha County,Mississippi,,,,,,,,,,,,25318,
551560,Ola city,Arkansas,,,,,,,,,,,,869,
4552540,Olanta town,South Carolina,,,,,,,,,,,,588,
4552585,Olar town,South Carolina,,,,,,,,,,,,179,
2954200,Old Appleton town,Missouri,,,,,,,,,,,,85,
5053125,Old Bennington village,Vermont,,,,,,,,,,,,161,
3654562,Old Brookville village,New York,,,,,,,,,,,,1834,
2157658,Old Brownsboro Place city,Kentucky,,,,,,,,,,,,384,
3654617,Old Field village,New York,,,,,,,,,,,,1020,
4256576,Old Forge borough,Pennsylvania,,,,,,,,,,,,8506,
3748920,Old Fort town,North Carolina,,,,,,,,,,,,658,
257340,Old Harbor city,Alaska,,,,,,,,,,,,155,
4208156608,Old Lycoming township,Pennsylvania,,,,,,,,,,,,4967,
913057040,Old Lyme town,Connecticut,,,,,,,,,,,,7648,
1755639,Old Mill Creek village,Illinois,,,,,,,,,,,,122,
2954416,Old Monroe city,Missouri,,,,,,,,,,,,199,
2303155085,Old Orchard Beach town,Maine,,,,,,,,,,,,9040,
1755717,Old Ripley village,Illinois,,,,,,,,,,,,96,
4853824,Old River-Winfree city,Texas,,,,,,,,,,,,1841,
913057320,Old Saybrook town,Connecticut,,,,,,,,,,,,10492,
1755756,Old Shawneetown village,Illinois,,,,,,,,,,,,142,
3454870,Old Tappan borough,New Jersey,,,,,,,,,,,,5863,
2355225,Old Town city,Maine,,,,,,,,,,,,7458,
3958226,Old Washington village,Ohio,,,,,,,,,,,,481,
3654705,Old Westbury village,New York,,,,,,,,,,,,4410,
1856286,Oldenburg town,Indiana,,,,,,,,,,,,723,
4646780,Oldham city,South Dakota,,,,,,,,,,,,110,
21185,Oldham County,Kentucky,,,,,,,,,,,,46846,
48359,Oldham County,Texas,,,,,,,,,,,,757,
3403354810,Oldmans township,New Jersey,,,,,,,,,,,,1774,
1958890,Olds city,Iowa,,,,,,,,,,,,150,
1658600,Oldtown city,Idaho,,,,,,,,,,,,480,
3654716,Olean city,New York,,,,,,,,,,,,13890,
2954560,Olean town,Missouri,,,,,,,,,,,,112,
3600954727,Olean town,New York,,,,,,,,,,,,1908,
4201156672,Oley township,Pennsylvania,,,,,,,,,,,,3817,
7257075,Olimpo comunidad,Puerto Rico,,,,,,,,,,,,1621,
1958980,Olin city,Iowa,,,,,,,,,,,,875,
2854040,Olive Branch city,Mississippi,,,,,,,,,,,,45938,
2157918,Olive Hill city,Kentucky,,,,,,,,,,,,1545,
3611154749,Olive town,New York,,,,,,,,,,,,4250,
1358100,Oliver city,Georgia,,,,,,,,,,,,286,
38065,Oliver County,North Dakota,,,,,,,,,,,,1287,
4755800,Oliver Springs town,Tennessee,,,,,,,,,,,,3727,
4206556712,Oliver township,Pennsylvania,,,,,,,,,,,,908,
4208756720,Oliver township,Pennsylvania,,,,,,,,,,,,1991,
5559800,Oliver village,Wisconsin,,,,,,,,,,,,332,
2052700,Olivet city,Kansas,,,,,,,,,,,,72,
2660580,Olivet city,Michigan,,,,,,,,,,,,1596,
4646900,Olivet town,South Dakota,,,,,,,,,,,,60,
2954650,Olivette city,Missouri,,,,,,,,,,,,8431,
2748256,Olivia city,Minnesota,,,,,,,,,,,,2358,
2257905,Olla town,Louisiana,,,,,,,,,,,,1329,
1959070,Ollie city,Iowa,,,,,,,,,,,,160,
2052750,Olmitz city,Kansas,,,,,,,,,,,,90,
4853988,Olmos Park city,Texas,,,,,,,,,,,,2286,
27109,Olmsted County,Minnesota,,,,,,,,,,,,21813,
3958422,Olmsted Falls city,Ohio,,,,,,,,,,,,8670,
1755899,Olmsted village,Illinois,,,,,,,,,,,,248,
1755912,Olney city,Illinois,,,,,,,,,,,,8995,
855705,Olney Springs town,Colorado,,,,,,,,,,,,477,
2052800,Olpe city,Kansas,,,,,,,,,,,,482,
2052825,Olsburg city,Kansas,,,,,,,,,,,,222,
4055450,Olustee town,Oklahoma,,,,,,,,,,,,659,
1755938,Olympia Fields village,Illinois,,,,,,,,,,,,4922,
2954686,Olympian Village city,Missouri,,,,,,,,,,,,785,
4256792,Olyphant borough,Pennsylvania,,,,,,,,,,,,5372,
552160,Omaha town,Arkansas,,,,,,,,,,,,127,
1756003,Omaha village,Illinois,,,,,,,,,,,,235,
5351340,Omak city,Washington,,,,,,,,,,,,4877,
1358184,Omega city,Georgia,,,,,,,,,,,,1302,
2660660,Omer city,Michigan,,,,,,,,,,,,245,
5559875,Omro city,Wisconsin,,,,,,,,,,,,3639,
2052875,Onaga city,Kansas,,,,,,,,,,,,618,
4646980,Onaka town,South Dakota,,,,,,,,,,,,22,
2748310,Onamia city,Minnesota,,,,,,,,,,,,796,
5159336,Onancock town,Virginia,,,,,,,,,,,,1434,
1756081,Onarga village,Illinois,,,,,,,,,,,,1288,
1959115,Onawa city,Iowa,,,,,,,,,,,,2876,
1658870,Onaway city,Idaho,,,,,,,,,,,,223,
2660680,Onaway city,Michigan,,,,,,,,,,,,813,
3654848,Oneida Castle village,New York,,,,,,,,,,,,699,
2604560700,Oneida charter township,Michigan,,,,,,,,,,,,3978,
1756159,Oneida city,Illinois,,,,,,,,,,,,732,
2052900,Oneida city,Kansas,,,,,,,,,,,,295,
3654837,Oneida city,New York,,,,,,,,,,,,10326,
16071,Oneida County,Idaho,,,,,,,,,,,,2268,
36065,Oneida County,New York,,,,,,,,,,,,106855,
55085,Oneida County,Wisconsin,,,,,,,,,,,,29551,
4755860,Oneida town,Tennessee,,,,,,,,,,,,3799,
3137105,O'Neill city,Nebraska,,,,,,,,,,,,3584,
2660740,Onekama village,Michigan,,,,,,,,,,,,347,
157000,Oneonta city,Alabama,,,,,,,,,,,,6925,
3654881,Oneonta city,New York,,,,,,,,,,,,14097,
3607754892,Oneonta town,New York,,,,,,,,,,,,5074,
3137140,Ong village,Nebraska,,,,,,,,,,,,60,
4647180,Onida city,South Dakota,,,,,,,,,,,,586,
5159384,Onley town,Virginia,,,,,,,,,,,,656,
36067,Onondaga County,New York,,,,,,,,,,,,279684,
3606754958,Onondaga town,New York,,,,,,,,,,,,22762,
1959250,Onslow city,Iowa,,,,,,,,,,,,319,
2660840,Onsted village,Michigan,,,,,,,,,,,,1147,
3958520,Ontario city,Ohio,,,,,,,,,,,,6642,
4154900,Ontario city,Oregon,,,,,,,,,,,,11610,
36069,Ontario County,New York,,,,,,,,,,,,76706,
3611755013,Ontario town,New York,,,,,,,,,,,,10477,
5560075,Ontario village,Wisconsin,,,,,,,,,,,,415,
4201156856,Ontelaunee township,Pennsylvania,,,,,,,,,,,,2629,
26131,Ontonagon County,Michigan,,,,,,,,,,,,4547,
2660860,Ontonagon village,Michigan,,,,,,,,,,,,1290,
2602760900,Ontwa township,Michigan,,,,,,,,,,,,6864,
1856664,Onward town,Indiana,,,,,,,,,,,,150,
157024,Onycha town,Alabama,,,,,,,,,,,,197,
1856682,Oolitic town,Indiana,,,,,,,,,,,,1494,
4055750,Oologah town,Oklahoma,,,,,,,,,,,,1783,
5560100,Oostburg village,Wisconsin,,,,,,,,,,,,3066,
5657810,Opal town,Wyoming,,,,,,,,,,,,74,
4854075,Opdyke West town,Texas,,,,,,,,,,,,189,
157048,Opelika city,Alabama,,,,,,,,,,,,31361,
2258045,Opelousas city,Louisiana,,,,,,,,,,,,15810,
3055525,Opheim town,Montana,,,,,,,,,,,,100,
855870,Ophir town,Colorado,,,,,,,,,,,,180,
157120,Opp city,Alabama,,,,,,,,,,,,6741,
552430,Oppelo city,Arkansas,,,,,,,,,,,,993,
3603555101,Oppenheim town,New York,,,,,,,,,,,,1826,
4055850,Optima town,Oklahoma,,,,,,,,,,,,237,
1756237,Oquawka village,Illinois,,,,,,,,,,,,930,
3454990,Oradell borough,New Jersey,,,,,,,,,,,,8208,
2954758,Oran city,Missouri,,,,,,,,,,,,1150,
157144,Orange Beach city,Alabama,,,,,,,,,,,,8048,
1959475,Orange City city,Iowa,,,,,,,,,,,,6278,
18117,Orange County,Indiana,,,,,,,,,,,,11837,
36071,Orange County,New York,,,,,,,,,,,,218393,
37135,Orange County,North Carolina,,,,,,,,,,,,55108,
48361,Orange County,Texas,,,,,,,,,,,,39574,
51137,Orange County,Virginia,,,,,,,,,,,,29912,
917057600,Orange town,Connecticut,,,,,,,,,,,,14231,
3300958340,Orange town,New Hampshire,,,,,,,,,,,,368,
3609755156,Orange town,New York,,,,,,,,,,,,1344,
5001753425,Orange town,Vermont,,,,,,,,,,,,996,
3958604,Orange village,Ohio,,,,,,,,,,,,3432,
45075,Orangeburg County,South Carolina,496,,,,,,,,,,,63708,
4256912,Orangeville borough,Pennsylvania,,,,,,,,,,,,404,
4956860,Orangeville city,Utah,,,,,,,,,,,,1340,
3612155222,Orangeville town,New York,,,,,,,,,,,,1362,
1756341,Orangeville village,Illinois,,,,,,,,,,,,917,
3958674,Orangeville village,Ohio,,,,,,,,,,,,171,
4256928,Orbisonia borough,Pennsylvania,,,,,,,,,,,,481,
1959520,Orchard city,Iowa,,,,,,,,,,,,99,
4854192,Orchard city,Texas,,,,,,,,,,,,248,
2158200,Orchard Grass Hills city,Kentucky,,,,,,,,,,,,1937,
1358296,Orchard Hill town,Georgia,,,,,,,,,,,,192,
2661020,Orchard Lake Village city,Michigan,,,,,,,,,,,,2342,
3602955277,Orchard Park town,New York,,,,,,,,,,,,29703,
3655266,Orchard Park village,New York,,,,,,,,,,,,3084,
3137210,Orchard village,Nebraska,,,,,,,,,,,,382,
1252175,Orchid town,Florida,,,,,,,,,,,,537,
3137280,Ord city,Nebraska,,,,,,,,,,,,2121,
4957080,Orderville town,Utah,,,,,,,,,,,,636,
856145,Ordway town,Colorado,,,,,,,,,,,,1874,
4854216,Ore City city,Texas,,,,,,,,,,,,929,
1756471,Oreana village,Illinois,,,,,,,,,,,,1076,
1756484,Oregon city,Illinois,,,,,,,,,,,,3963,
2954848,Oregon city,Missouri,,,,,,,,,,,,922,
29149,Oregon County,Missouri,,,,,,,,,,,,5856,
4212757000,Oregon township,Pennsylvania,,,,,,,,,,,,880,
5560200,Oregon village,Wisconsin,,,,,,,,,,,,11240,
1714156504,Oregon-Nashua township,Illinois,,,,,,,,,,,,4800,
1856952,Orestes town,Indiana,,,,,,,,,,,,389,
3300958500,Orford town,New Hampshire,,,,,,,,,,,,1313,
5560250,Orfordville village,Wisconsin,,,,,,,,,,,,1523,
1756536,Orient city,Illinois,,,,,,,,,,,,311,
1959565,Orient city,Iowa,,,,,,,,,,,,417,
2300355435,Orient town,Maine,,,,,,,,,,,,103,
4647460,Orient town,South Dakota,,,,,,,,,,,,40,
3749380,Oriental town,North Carolina,,,,,,,,,,,,968,
2612561100,Orion charter township,Michigan,,,,,,,,,,,,38238,
1756601,Orion village,Illinois,,,,,,,,,,,,1966,
3859660,Oriska city,North Dakota,,,,,,,,,,,,193,
3655376,Oriskany Falls village,New York,,,,,,,,,,,,655,
3655365,Oriskany village,New York,,,,,,,,,,,,1201,
1756627,Orland Hills village,Illinois,,,,,,,,,,,,6842,
1857006,Orland town,Indiana,,,,,,,,,,,,446,
2300955505,Orland town,Maine,,,,,,,,,,,,1952,
4056050,Orlando town,Oklahoma,,,,,,,,,,,,106,
1959655,Orleans city,Iowa,,,,,,,,,,,,690,
36073,Orleans County,New York,,,,,,,,,,,,26090,
22071,Orleans Parish,Louisiana,,,,,,,,,,,,380408,
1857024,Orleans town,Indiana,,,,,,,,,,,,2228,
3604555398,Orleans town,New York,,,,,,,,,,,,2811,
3137420,Orleans village,Nebraska,,,,,,,,,,,,373,
5053575,Orleans village,Vermont,,,,,,,,,,,,983,
4756020,Orlinda city,Tennessee,,,,,,,,,,,,1056,
4756040,Orme town,Tennessee,,,,,,,,,,,,43,
2748562,Ormsby city,Minnesota,,,,,,,,,,,,122,
72107,Orocovis Municipio,Puerto Rico,,,,,,,,,,,,21378,
7257290,Orocovis zona urbana,Puerto Rico,,,,,,,,,,,,1264,
1659320,Orofino city,Idaho,,,,,,,,,,,,3251,
2748580,Orono city,Minnesota,,,,,,,,,,,,8223,
2748598,Oronoco city,Minnesota,,,,,,,,,,,,1696,
2954920,Oronogo city,Missouri,,,,,,,,,,,,2597,
5351970,Oroville city,Washington,,,,,,,,,,,,1753,
2748634,Orr city,Minnesota,,,,,,,,,,,,393,
2954938,Orrick city,Missouri,,,,,,,,,,,,788,
2301955680,Orrington town,Maine,,,,,,,,,,,,3820,
4257112,Orrstown borough,Pennsylvania,,,,,,,,,,,,353,
3749460,Orrum town,North Carolina,,,,,,,,,,,,62,
3958828,Orrville city,Ohio,,,,,,,,,,,,8304,
157240,Orrville town,Alabama,,,,,,,,,,,,151,
4647660,Ortley town,South Dakota,,,,,,,,,,,,54,
2748706,Ortonville city,Minnesota,,,,,,,,,,,,2081,
2661220,Ortonville village,Michigan,,,,,,,,,,,,1271,
3607555453,Orwell town,New York,,,,,,,,,,,,1059,
5000153725,Orwell town,Vermont,,,,,,,,,,,,1044,
3958856,Orwell village,Ohio,,,,,,,,,,,,1804,
4257184,Orwigsburg borough,Pennsylvania,,,,,,,,,,,,3001,
2955244,Osage Beach city,Missouri,,,,,,,,,,,,4736,
1959745,Osage city,Iowa,,,,,,,,,,,,3590,
2053200,Osage City city,Kansas,,,,,,,,,,,,2854,
20139,Osage County,Kansas,,,,,,,,,,,,7168,
29151,Osage County,Missouri,,,,,,,,,,,,10209,
40113,Osage County,Oklahoma,,,,,,,,,,,,23341,
4056150,Osage town,Oklahoma,,,,,,,,,,,,87,
2748796,Osakis city,Minnesota,,,,,,,,,,,,1706,
2053225,Osawatomie city,Kansas,,,,,,,,,,,,4256,
2955352,Osborn city,Missouri,,,,,,,,,,,,334,
2300955855,Osborn town,Maine,,,,,,,,,,,,64,
2053325,Osborne city,Kansas,,,,,,,,,,,,1512,
20141,Osborne County,Kansas,,,,,,,,,,,,871,
1659590,Osburn city,Idaho,,,,,,,,,,,,1625,
552580,Osceola city,Arkansas,,,,,,,,,,,,6911,
1959835,Osceola city,Iowa,,,,,,,,,,,,5455,
2955388,Osceola city,Missouri,,,,,,,,,,,,1071,
3137525,Osceola city,Nebraska,,,,,,,,,,,,803,
19143,Osceola County,Iowa,,,,,,,,,,,,2096,
26133,Osceola County,Michigan,,,,,,,,,,,,17015,
4257232,Osceola Mills borough,Pennsylvania,,,,,,,,,,,,1176,
1857114,Osceola town,Indiana,,,,,,,,,,,,2589,
3604955497,Osceola town,New York,,,,,,,,,,,,141,
5560450,Osceola village,Wisconsin,,,,,,,,,,,,2785,
26135,Oscoda County,Michigan,,,,,,,,,,,,8264,
1857132,Osgood town,Indiana,,,,,,,,,,,,1672,
2955424,Osgood village,Missouri,,,,,,,,,,,,36,
3958912,Osgood village,Ohio,,,,,,,,,,,,353,
3137560,Oshkosh city,Nebraska,,,,,,,,,,,,965,
5560500,Oshkosh city,Wisconsin,567,,,,,,,,,,,66373,
2053375,Oskaloosa city,Kansas,,,,,,,,,,,,1138,
2748976,Oslo city,Minnesota,,,,,,,,,,,,327,
3137595,Osmond city,Nebraska,,,,,,,,,,,,678,
3860100,Osnabrock city,North Dakota,,,,,,,,,,,,175,
3915158926,Osnaburg township,Ohio,,,,,,,,,,,,5482,
2749012,Osseo city,Minnesota,,,,,,,,,,,,2634,
5560575,Osseo city,Wisconsin,,,,,,,,,,,,1720,
1959970,Ossian city,Iowa,,,,,,,,,,,,847,
1857168,Ossian town,Indiana,,,,,,,,,,,,3339,
3605155508,Ossian town,New York,,,,,,,,,,,,643,
3611955541,Ossining town,New York,,,,,,,,,,,,39500,
3300358740,Ossipee town,New Hampshire,,,,,,,,,,,,4443,
3749600,Ossipee town,North Carolina,,,,,,,,,,,,560,
1960015,Osterdock city,Iowa,,,,,,,,,,,,151,
2749030,Ostrander city,Minnesota,,,,,,,,,,,,332,
3958940,Ostrander village,Ohio,,,,,,,,,,,,952,
4257280,Oswayo borough,Pennsylvania,,,,,,,,,,,,102,
3608955563,Oswegatchie town,New York,,,,,,,,,,,,4125,
2053450,Oswego city,Kansas,,,,,,,,,,,,1791,
36075,Oswego County,New York,,,,,,,,,,,,78339,
3607555585,Oswego town,New York,,,,,,,,,,,,8082,
1709356900,Oswego township,Illinois,,,,,,,,,,,,56134,
2854640,Osyka town,Mississippi,,,,,,,,,,,,408,
3607755629,Otego town,New York,,,,,,,,,,,,2777,
3655618,Otego village,New York,,,,,,,,,,,,845,
8089,Otero County,Colorado,,,,,,,,,,,,5054,
1960105,Otho city,Iowa,,,,,,,,,,,,421,
2053525,Otis city,Kansas,,,,,,,,,,,,375,
856365,Otis town,Colorado,,,,,,,,,,,,556,
2300955890,Otis town,Maine,,,,,,,,,,,,873,
2500351580,Otis town,Massachusetts,,,,,,,,,,,,1478,
3606755651,Otisco town,New York,,,,,,,,,,,,2405,
2301755960,Otisfield town,Maine,,,,,,,,,,,,1868,
2661600,Otisville village,Michigan,,,,,,,,,,,,910,
3655673,Otisville village,New York,,,,,,,,,,,,1431,
1960240,Oto city,Iowa,,,,,,,,,,,,80,
31131,Otoe County,Nebraska,,,,,,,,,,,,5145,
3137630,Otoe village,Nebraska,,,,,,,,,,,,268,
2661620,Otsego city,Michigan,,,,,,,,,,,,4083,
2749138,Otsego city,Minnesota,,,,,,,,,,,,20455,
26137,Otsego County,Michigan,,,,,,,,,,,,20290,
36077,Otsego County,New York,,,,,,,,,,,,38497,
3607755695,Otsego town,New York,,,,,,,,,,,,3664,
2600561640,Otsego township,Michigan,,,,,,,,,,,,5915,
3601755717,Otselic town,New York,,,,,,,,,,,,836,
1756926,Ottawa city,Illinois,,,,,,,,,,,,18708,
2053550,Ottawa city,Kansas,,,,,,,,,,,,12615,
20143,Ottawa County,Kansas,,,,,,,,,,,,2490,
26139,Ottawa County,Michigan,,,,,,,,,,,,234884,
39123,Ottawa County,Ohio,,,,,,,,,,,,26306,
40115,Ottawa County,Oklahoma,,,,,,,,,,,,11470,
3959010,Ottawa Hills village,Ohio,,,,,,,,,,,,4782,
5513360700,Ottawa town,Wisconsin,,,,,,,,,,,,3671,
3958982,Ottawa village,Ohio,,,,,,,,,,,,4447,
1253500,Otter Creek town,Florida,,,,,,,,,,,,130,
2661760,Otter Lake village,Michigan,,,,,,,,,,,,361,
27111,Otter Tail County,Minnesota,,,,,,,,,,,,32664,
1857258,Otterbein town,Indiana,,,,,,,,,,,,1195,
2749210,Ottertail city,Minnesota,,,,,,,,,,,,478,
2955478,Otterville city,Missouri,,,,,,,,,,,,392,
1756978,Otterville town,Illinois,,,,,,,,,,,,157,
3600955783,Otto town,New York,,,,,,,,,,,,749,
1960420,Ottosen city,Iowa,,,,,,,,,,,,25,
3959052,Ottoville village,Ohio,,,,,,,,,,,,976,
3959066,Otway village,Ohio,,,,,,,,,,,,75,
5103,Ouachita County,Arkansas,,,,,,,,,,,,9281,
22073,Ouachita Parish,Louisiana,,,,,,,,,,,,159585,
856420,Ouray city,Colorado,,,,,,,,,,,,1007,
8091,Ouray County,Colorado,,,,,,,,,,,,2801,
55087,Outagamie County,Wisconsin,,,,,,,,,,,,63794,
3056050,Outlook town,Montana,,,,,,,,,,,,71,
258550,Ouzinkie city,Alaska,,,,,,,,,,,,90,
2053725,Overbrook city,Kansas,,,,,,,,,,,,967,
4213157408,Overfield township,Pennsylvania,,,,,,,,,,,,1543,
2955550,Overland city,Missouri,,,,,,,,,,,,15838,
3860380,Overly city,North Dakota,,,,,,,,,,,,16,
4854432,Overton city,Texas,,,,,,,,,,,,2703,
47133,Overton County,Tennessee,,,,,,,,,,,,18607,
3137770,Overton village,Nebraska,,,,,,,,,,,,706,
2661860,Ovid city,Michigan,,,,,,,,,,,,1445,
856475,Ovid town,Colorado,,,,,,,,,,,,297,
3609955827,Ovid town,New York,,,,,,,,,,,,2809,
3655816,Ovid village,New York,,,,,,,,,,,,464,
1757043,Owaneco village,Illinois,,,,,,,,,,,,758,
1960555,Owasa city,Iowa,,,,,,,,,,,,22,
3601155871,Owasco town,New York,,,,,,,,,,,,3564,
2749300,Owatonna city,Minnesota,,,,,,,,,,,,26400,
3610755893,Owego town,New York,,,,,,,,,,,,18794,
3655882,Owego village,New York,,,,,,,,,,,,3740,
5560825,Owen city,Wisconsin,,,,,,,,,,,,972,
18119,Owen County,Indiana,,,,,,,,,,,,18034,
21187,Owen County,Kentucky,,,,,,,,,,,,9375,
2661920,Owendale village,Michigan,,,,,,,,,,,,271,
157504,Owens Cross Roads town,Alabama,,,,,,,,,,,,2567,
2158620,Owensboro city,Kentucky,992,,,,,,,,,,,60019,
2955640,Owensville city,Missouri,,,,,,,,,,,,2800,
1857528,Owensville town,Indiana,,,,,,,,,,,,1135,
3959220,Owensville village,Ohio,,,,,,,,,,,,788,
2158692,Owenton city,Kentucky,,,,,,,,,,,,1640,
2158710,Owingsville city,Kentucky,,,,,,,,,,,,1960,
2301356135,Owls Head town,Maine,,,,,,,,,,,,1440,
2615561960,Owosso charter township,Michigan,,,,,,,,,,,,4776,
2661940,Owosso city,Michigan,,,,,,,,,,,,14678,
21189,Owsley County,Kentucky,,,,,,,,,,,,3889,
16073,Owyhee County,Idaho,,,,,,,,,,,,7369,
3860480,Oxbow city,North Dakota,,,,,,,,,,,,354,
4257480,Oxford borough,Pennsylvania,,,,,,,,,,,,5724,
157576,Oxford city,Alabama,,,,,,,,,,,,22019,
552880,Oxford city,Arkansas,,,,,,,,,,,,922,
1358744,Oxford city,Georgia,,,,,,,,,,,,2033,
1660040,Oxford city,Idaho,,,,,,,,,,,,38,
2053850,Oxford city,Kansas,,,,,,,,,,,,873,
2854840,Oxford city,Mississippi,,,,,,,,,,,,25713,
1960690,Oxford Junction city,Iowa,,,,,,,,,,,,540,
914058300,Oxford town,Connecticut,,,,,,,,,,,,12801,
1857546,Oxford town,Indiana,,,,,,,,,,,,1561,
2301756310,Oxford town,Maine,,,,,,,,,,,,4259,
3601755959,Oxford town,New York,,,,,,,,,,,,3608,
3404155530,Oxford township,New Jersey,,,,,,,,,,,,2555,
4200157472,Oxford township,Pennsylvania,,,,,,,,,,,,5925,
3901759241,Oxford township ,Ohio,,,,,,,,,,,,24033,
2662020,Oxford village,Michigan,,,,,,,,,,,,3487,
3137910,Oxford village,Nebraska,,,,,,,,,,,,862,
3655948,Oxford village,New York,,,,,,,,,,,,1482,
5560875,Oxford village,Wisconsin,,,,,,,,,,,,511,
1960780,Oyens city,Iowa,,,,,,,,,,,,121,
3656011,Oyster Bay Cove village,New York,,,,,,,,,,,,1942,
4854528,Oyster Creek city,Texas,,,,,,,,,,,,1210,
552940,Ozan town,Arkansas,,,,,,,,,,,,79,
157648,Ozark city,Alabama,,,,,,,,,,,,14373,
2955766,Ozark city,Missouri,,,,,,,,,,,,21459,
29153,Ozark County,Missouri,,,,,,,,,,,,7442,
55089,Ozaukee County,Wisconsin,,,,,,,,,,,,17347,
2053925,Ozawkie city,Kansas,,,,,,,,,,,,666,
7257612,Pabellones comunidad,Puerto Rico,,,,,,,,,,,,944,
2854920,Pace town,Mississippi,,,,,,,,,,,,156,
2854960,Pachuta town,Mississippi,,,,,,,,,,,,212,
2955910,Pacific city,Missouri,,,,,,,,,,,,7239,
53049,Pacific County,Washington,,,,,,,,,,,,15759,
1960825,Pacific Junction city,Iowa,,,,,,,,,,,,167,
1960915,Packwood city,Iowa,,,,,,,,,,,,455,
4553845,Pacolet town,South Carolina,,,,,,,,,,,,1970,
5560975,Paddock Lake village,Wisconsin,,,,,,,,,,,,2966,
5461636,Paden City city,West Virginia,,,,,,,,,,,,2740,
4056800,Paden town,Oklahoma,,,,,,,,,,,,375,
2855000,Paden village,Mississippi,,,,,,,,,,,,98,
451810,Page city,Arizona,,,,,,,,,,,,7444,
3860500,Page city,North Dakota,,,,,,,,,,,,193,
19145,Page County,Iowa,,,,,,,,,,,,3389,
51139,Page County,Virginia,,,,,,,,,,,,14691,
3138085,Page village,Nebraska,,,,,,,,,,,,130,
2955964,Pagedale city,Missouri,,,,,,,,,,,,2592,
4554025,Pageland town,South Carolina,,,,,,,,,,,,2726,
856860,Pagosa Springs town,Colorado,,,,,,,,,,,,1643,
1253800,Pahokee city,Florida,,,,,,,,,,,,5548,
3959416,Painesville city,Ohio,,,,,,,,,,,,20387,
4257544,Paint borough,Pennsylvania,,,,,,,,,,,,1122,
157696,Paint Rock town,Alabama,,,,,,,,,,,,208,
3656088,Painted Post village,New York,,,,,,,,,,,,1735,
5160296,Painter town,Virginia,,,,,,,,,,,,244,
2158962,Paintsville city,Kentucky,,,,,,,,,,,,4277,
4156250,Paisley city,Oregon,,,,,,,,,,,,283,
7257806,Pájaros comunidad,Puerto Rico,,,,,,,,,,,,10043,
7257862,Pajonal comunidad,Puerto Rico,,,,,,,,,,,,639,
3656110,Palatine Bridge village,New York,,,,,,,,,,,,701,
3605756099,Palatine town,New York,,,,,,,,,,,,3202,
1703157238,Palatine township,Illinois,,,,,,,,,,,,113237,
2054125,Palco city,Kansas,,,,,,,,,,,,161,
3860620,Palermo city,North Dakota,,,,,,,,,,,,131,
2302756450,Palermo town,Maine,,,,,,,,,,,,1447,
3607556154,Palermo town,New York,,,,,,,,,,,,3464,
553150,Palestine city,Arkansas,,,,,,,,,,,,768,
1757277,Palestine village,Illinois,,,,,,,,,,,,1379,
3959598,Palestine village,Ohio,,,,,,,,,,,,207,
2749498,Palisade city,Minnesota,,,,,,,,,,,,128,
3138130,Palisade village,Nebraska,,,,,,,,,,,,346,
3455770,Palisades Park borough,New Jersey,,,,,,,,,,,,20231,
4854726,Palisades village,Texas,,,,,,,,,,,,325,
1254150,Palm Beach Shores town,Florida,,,,,,,,,,,,1217,
1254425,Palm Shores town,Florida,,,,,,,,,,,,1577,
1254450,Palm Springs village,Florida,,,,,,,,,,,,26692,
3607156185,Palm Tree town,New York,,,,,,,,,,,,34368,
4854798,Palm Valley city,Texas,,,,,,,,,,,,1876,
7258613,Palma Sola comunidad,Puerto Rico,,,,,,,,,,,,1485,
7257978,Palmarejo comunidad (Coamo Municipio),Puerto Rico,,,,,,,,,,,,381,
7258064,Palmarejo comunidad (Corozal Municipio),Puerto Rico,,,,,,,,,,,,1580,
7258150,Palmarejo comunidad (Lajas Municipio),Puerto Rico,,,,,,,,,,,,1137,
7258365,Palmas comunidad,Puerto Rico,,,,,,,,,,,,1061,
7258602,Palmas del Mar comunidad,Puerto Rico,,,,,,,,,,,,2492,
258660,Palmer city,Alaska,,,,,,,,,,,,6091,
1961050,Palmer city,Iowa,,,,,,,,,,,,127,
2054200,Palmer city,Kansas,,,,,,,,,,,,155,
7258666,Palmer comunidad,Puerto Rico,,,,,,,,,,,,1475,
857025,Palmer Lake town,Colorado,,,,,,,,,,,,2642,
4756560,Palmer town,Tennessee,,,,,,,,,,,,882,
