geoid,name,state,source_id,median_permitting_timeline,pctile_1,pctile_10,pctile_25,pctile_50,pctile_75,pctile_90,pctile_95,data_source,num_records,population,year
1272325,Treasure Island city,Florida,,22,,,,22,,,,"Industry Partnership, Reporting Year-2024",1,6590,2024
1272350,Trenton city,Florida,,31,,,,31,,,,"Industry Partnership, Reporting Year-2024",1,1843,2024
3769260,Unionville town,North Carolina,,42,,,,42,,,,"Industry Partnership, Reporting Year-2024",1,6694,2024
4875752,Volente village,Texas,,36,,,,36,,,,"Industry Partnership, Reporting Year-2024",1,779,2024
5182384,Wakefield town,Virginia,,10,,,,10,,,,"Industry Partnership, Reporting Year-2023",1,1286,2023
572350,Waldo city,Arkansas,,0,,,,0,,,,"Industry Partnership, Reporting Year-2022",1,1375,2022
1274925,Waldo city,Florida,,19,,,,19,,,,"Industry Partnership, Reporting Year-2022",1,1080,2022
3301378580,Warner town,New Hampshire,,14,,,,14,,,,"Industry Partnership, Reporting Year-2024",1,2920,2024
3771100,Warrenton town,North Carolina,,5,,,,5,,,,"Industry Partnership, Reporting Year-2024",1,867,2024
5376405,Washougal city,Washington,,0,,,,0,,,,"Industry Partnership, Reporting Year-2022",1,16828,2022
1275375,Wauchula city,Florida,,17,,,,17,,,,"Industry Partnership, Reporting Year-2024",1,4898,2024
5183600,Waverly town,Virginia,,5,,,,5,,,,"Industry Partnership, Reporting Year-2022",1,2890,2022
1275600,Webster city,Florida,,25,,,,25,,,,"Industry Partnership, Reporting Year-2023",1,1267,2023
574360,West Fork city,Arkansas,,0,,,,0,,,,"Industry Partnership, Reporting Year-2022",1,3054,2022
1276417,Westlake city,Florida,,13,,,,13,,,,"Industry Partnership, Reporting Year-2024",1,1855,2024
2502777010,Westminster town,Massachusetts,,14,,,,14,,,,"Industry Partnership, Reporting Year-2024",1,8220,2024
5377630,Westport city,Washington,,0,,,,0,,,,"Industry Partnership, Reporting Year-2022",1,2498,2022
5185600,White Stone town,Virginia,,3,,,,3,,,,"Industry Partnership, Reporting Year-2023",1,311,2023
3773760,Whitsett town,North Carolina,,1,,,,1,,,,"Industry Partnership, Reporting Year-2022",1,579,2022
4577875,Williamston town,South Carolina,,3,,,,3,,,,"Industry Partnership, Reporting Year-2024",1,4072,2024
1277825,Williston city,Florida,,18,,,,18,,,,"Industry Partnership, Reporting Year-2022",1,2980,2022
4879492,Willow Park city,Texas,,15,,,,15,,,,"Industry Partnership, Reporting Year-2025",1,5055,2025
1278000,Wilton Manors city,Florida,,23,,,,23,,,,"Industry Partnership, Reporting Year-2024",1,11451,2024
4879672,Windcrest city,Texas,,3,,,,3,,,,"Industry Partnership, Reporting Year-2023",1,5825,2023
3301585780,Windham town,New Hampshire,,1,,,,1,,,,"Industry Partnership, Reporting Year-2024",1,15764,2024
4879876,Winters city,Texas,,0,,,,0,,,,"Industry Partnership, Reporting Year-2022",1,2386,2022
2581005,Winthrop Town city,Massachusetts,,17,,,,17,,,,"Industry Partnership, Reporting Year-2024",1,19031,2024
3482120,Woodbury city,New Jersey,,14,,,,14,,,,"Industry Partnership, Reporting Year-2024",1,9981,2024
4880058,Woodcreek city,Texas,,0,,,,0,,,,"Industry Partnership, Reporting Year-2023",1,2389,2023
4880440,Yantis town,Texas,,0,,,,0,,,,"Industry Partnership, Reporting Year-2023",1,287,2023
3776200,Youngsville town,North Carolina,,7,,,,7,,,,"Industry Partnership, Reporting Year-2024",1,2421,2024
4814404,Charlotte city,Texas,,0,,,,0,,,,"Industry Partnership, Reporting Year-2024",1,1324,2024
100820,Alabaster city,Alabama,,9,,,,9,,,,"Industry Partnership, Reporting Year-2024",1,33417,2024
2702026,Arden Hills city,Minnesota,,15,,,,15,,,,"Industry Partnership, Reporting Year-2024",1,9805,2024
1202500,Atlantis city,Florida,,23,,,,23,,,,"Industry Partnership, Reporting Year-2024",1,1767,2024
3703100,Bakersville town,North Carolina,,1,,,,1,,,,"Industry Partnership, Reporting Year-2023",1,728,2023
3004975,Belgrade city,Montana,,5,,,,5,,,,"Industry Partnership, Reporting Year-2025",1,10941,2025
2904384,Belton city,Missouri,,10,,,,10,,,,"Industry Partnership, Reporting Year-2024",1,24241,2024
4808104,Beverly Hills city,Texas,,10,,,,10,,,,"Industry Partnership, Reporting Year-2024",1,1905,2024
3301108100,Brookline town,New Hampshire,,12,,,,12,,,,"Industry Partnership, Reporting Year-2024",1,5659,2024
809555,Brush city,Colorado,,2,,,,2,,,,"Industry Partnership, Reporting Year-2024",1,5304,2024
1311784,Buford city,Georgia,,0,,,,0,,,,"Industry Partnership, Reporting Year-2024",1,17222,2024
3709140,Burnsville town,North Carolina,,10,,,,10,,,,"Industry Partnership, Reporting Year-2024",1,2380,2024
4111850,Cave Junction city,Oregon,,1,,,,1,,,,"Industry Partnership, Reporting Year-2025",1,1910,2025
5313785,Colfax city,Washington,,0,,,,0,,,,"Industry Partnership, Reporting Year-2024",1,2799,2024
2712700,Columbia Heights city,Minnesota,,23,,,,23,,,,"Industry Partnership, Reporting Year-2024",1,21822,2024
3301316980,Danbury town,New Hampshire,,2,,,,2,,,,"Industry Partnership, Reporting Year-2024",1,1491,2024
2422600,Delmar town,Maryland,,11,,,,11,,,,"Industry Partnership, Reporting Year-2025",1,3897,2025
3300519140,Dublin town,New Hampshire,,26,,,,26,,,,"Industry Partnership, Reporting Year-2024",1,1711,2024
4822588,Edgecliff Village town,Texas,,14,,,,14,,,,"Industry Partnership, Reporting Year-2025",1,3715,2025
3720620,Elkin town,North Carolina,,2,,,,2,,,,"Industry Partnership, Reporting Year-2024",1,4026,2024
3024475,Ennis town,Montana,,0,,,,0,,,,"Industry Partnership, Reporting Year-2024",1,736,2024
4223832,Ephrata borough,Pennsylvania,1977,1,,,,1,,,,"Ohm Analytics, Reporting Year-2024",1,13738,2024
3721740,Erwin town,North Carolina,,27,,,,27,,,,"Industry Partnership, Reporting Year-2024",1,4606,2024
4827996,Galena Park city,Texas,,14,,,,14,,,,"Industry Partnership, Reporting Year-2024",1,10641,2024
2431225,Galena town,Maryland,,13,,,,13,,,,"Industry Partnership, Reporting Year-2024",1,697,2024
1332048,Garden City city,Georgia,,6,,,,6,,,,"Industry Partnership, Reporting Year-2024",1,10352,2024
3300730260,Gorham town,New Hampshire,,21,,,,21,,,,"Industry Partnership, Reporting Year-2024",1,2703,2024
3032800,Great Falls city,Montana,2109,0,,,,0,,,,"Industry Partnership, Reporting Year-2024",1,60373,2024
2133004,Greenup city,Kentucky,,11,,,,11,,,,"Industry Partnership, Reporting Year-2024",1,1068,2024
1227600,Greenwood town,Florida,,26,,,,26,,,,"Industry Partnership, Reporting Year-2023",1,713,2023
2930610,Harrisonville city,Missouri,475,13,,,,13,,,,"Industry Partnership, Reporting Year-2024",1,10024,2024
1233600,Indian River Shores town,Florida,,7,,,,7,,,,"Industry Partnership, Reporting Year-2024",1,4266,2024
4537330,Jonesville town,South Carolina,,1,,,,1,,,,"Industry Partnership, Reporting Year-2025",1,925,2025
1237625,Lake Buena Vista city,Florida,,22,,,,22,,,,"Industry Partnership, Reporting Year-2022",1,7,2022
3301144580,Lyndeborough town,New Hampshire,,5,,,,5,,,,"Industry Partnership, Reporting Year-2024",1,1622,2024
2449950,Manchester town,Maryland,,13,,,,13,,,,"Industry Partnership, Reporting Year-2025",1,5403,2025
3047575,Manhattan town,Montana,,0,,,,0,,,,"Industry Partnership, Reporting Year-2023",1,1986,2023
2651900,Marquette city,Michigan,,0,,,,0,,,,"Ohm Analytics, Reporting Year-2022",1,20673,2022
4846752,Marquez city,Texas,,0,,,,0,,,,"Industry Partnership, Reporting Year-2024",1,137,2024
2655020,Monroe city,Michigan,2437,11,,,,11,,,,"Ohm Analytics, Reporting Year-2024",1,20400,2024
2656020,Mount Pleasant city,Michigan,,4,,,,4,,,,"Ohm Analytics, Reporting Year-2024",1,21826,2024
4549390,Neeses town,South Carolina,,10,,,,10,,,,"Industry Partnership, Reporting Year-2024",1,370,2024
3746740,Newland town,North Carolina,,5,,,,5,,,,"Industry Partnership, Reporting Year-2024",1,743,2024
2501748955,North Reading town,Massachusetts,,4,,,,4,,,,"Ohm Analytics, Reporting Year-2025",1,15529,2025
3958730,Oregon city,Ohio,,0,,,,0,,,,"Ohm Analytics, Reporting Year-2025",1,19896,2025
4854600,Paducah town,Texas,,7,,,,7,,,,"Industry Partnership, Reporting Year-2024",1,1201,2024
1254025,Palm Beach town,Florida,,8,,,,8,,,,"Industry Partnership, Reporting Year-2025",1,9205,2025
2665440,Pontiac city,Michigan,,0,,,,0,,,,"Ohm Analytics, Reporting Year-2025",1,61965,2025
2462850,Poolesville town,Maryland,,6,,,,6,,,,"Industry Partnership, Reporting Year-2024",1,5686,2024
2665820,Port Huron city,Michigan,2439,3,,,,3,,,,"Ohm Analytics, Reporting Year-2024",1,28881,2024
2463225,Port Tobacco Village town,Maryland,,8,,,,8,,,,"Industry Partnership, Reporting Year-2024",1,2,2024
3061525,Red Lodge city,Montana,,0,,,,0,,,,"Industry Partnership, Reporting Year-2023",1,2321,2023
2466635,Riverdale Park town,Maryland,,17,,,,17,,,,"Industry Partnership, Reporting Year-2024",1,7284,2024
2500958405,Rowley town,Massachusetts,,4,,,,4,,,,"Industry Partnership, Reporting Year-2024",1,6175,2024
5170000,Salem city,Virginia,,10,,,,10,,,,"Industry Partnership, Reporting Year-2025",1,25372,2025
867830,Sanford town,Colorado,,0,,,,0,,,,"Industry Partnership, Reporting Year-2024",1,1306,2024
4865768,Santa Rosa town,Texas,,11,,,,11,,,,"Industry Partnership, Reporting Year-2024",1,3093,2024
4866908,Seven Points city,Texas,,0,,,,0,,,,"Industry Partnership, Reporting Year-2024",1,1409,2024
673108,South Lake Tahoe city,California,,34,,,,34,,,,"Industry Partnership, Reporting Year-2024",1,21346,2024
2761492,South St. Paul city,Minnesota,,34,,,,34,,,,"Industry Partnership, Reporting Year-2024",1,20598,2024
2476650,Takoma Park city,Maryland,,15,,,,15,,,,"Industry Partnership, Reporting Year-2024",1,17542,2024
4873328,Tom Bean city,Texas,,12,,,,12,,,,"Industry Partnership, Reporting Year-2024",1,803,2024
3579840,Truth or Consequences city,New Mexico,,22,,,,22,,,,"Industry Partnership, Reporting Year-2024",1,6030,2024
3401777930,Weehawken township,New Jersey,2468,8,,,,8,,,,"Ohm Analytics, Reporting Year-2024",1,16790,2024
686930,Yountville city,California,,48,,,,48,,,,"Industry Partnership, Reporting Year-2022",1,3397,2022
4808812,Blossom city,Texas,,3,,,,3,,,,"Industry Partnership, Reporting Year-2025",1,1261,2025
807795,Boone town,Colorado,,43,,,,43,,,,"Industry Partnership, Reporting Year-2024",1,289,2024
2707966,Brooklyn Park city,Minnesota,,19,,,,19,,,,"Industry Partnership, Reporting Year-2024",1,84951,2024
2708452,Buffalo city,Minnesota,,18,,,,18,,,,"Industry Partnership, Reporting Year-2024",1,16288,2024
811260,Calhan town,Colorado,,24,,,,24,,,,"Industry Partnership, Reporting Year-2024",1,386,2024
1314108,Cave Spring city,Georgia,,5,,,,5,,,,"Industry Partnership, Reporting Year-2025",1,982,2025
4823164,El Lago city,Texas,,3,,,,3,,,,"Industry Partnership, Reporting Year-2025",1,3039,2025
3525170,Española city,New Mexico,,5,,,,5,,,,"Industry Partnership, Reporting Year-2024",1,10473,2024
3525380,Estancia town,New Mexico,,4,,,,4,,,,"Industry Partnership, Reporting Year-2024",1,1591,2024
48151,Fisher County,Texas,,0,,,,0,,,,"Industry Partnership, Reporting Year-2024",1,1748,2024
631708,Half Moon Bay city,California,,20,,,,20,,,,"Industry Partnership, Reporting Year-2024",1,11633,2024
1339244,Hogansville city,Georgia,,1,,,,1,,,,"Industry Partnership, Reporting Year-2025",1,3240,2025
434120,Huachuca City town,Arizona,,1,,,,1,,,,"Industry Partnership, Reporting Year-2024",1,1865,2024
4836140,Iredell city,Texas,,0,,,,0,,,,"Industry Partnership, Reporting Year-2025",1,348,2025
4538095,Kershaw town,South Carolina,,1,,,,1,,,,"Industry Partnership, Reporting Year-2025",1,2311,2025
842055,La Jara town,Colorado,,30,,,,30,,,,"Industry Partnership, Reporting Year-2025",1,669,2025
3539940,Las Vegas city,New Mexico,,1,,,,1,,,,"Industry Partnership, Reporting Year-2025",1,13194,2025
3543930,Los Ranchos de Albuquerque village,New Mexico,,11,,,,11,,,,"Industry Partnership, Reporting Year-2025",1,5894,2025
3550160,Moriarty city,New Mexico,,11,,,,11,,,,"Industry Partnership, Reporting Year-2024",1,2154,2024
2453875,Mount Airy town,Maryland,,49,,,,49,,,,"Industry Partnership, Reporting Year-2024",1,9667,2024
4849692,Mount Calm city,Texas,,0,,,,0,,,,"Industry Partnership, Reporting Year-2025",1,395,2025
1355020,Newnan city,Georgia,,0,,,,0,,,,"Industry Partnership, Reporting Year-2025",1,42689,2025
4854804,Palmview city,Texas,,57,,,,57,,,,"Industry Partnership, Reporting Year-2025",1,15245,2025
3556180,Peralta town,New Mexico,,23,,,,23,,,,"Industry Partnership, Reporting Year-2025",1,3379,2025
4859168,Powell town,Texas,,0,,,,0,,,,"Industry Partnership, Reporting Year-2025",1,104,2025
1259325,Quincy city,Florida,,53,,,,53,,,,"Industry Partnership, Reporting Year-2024",1,7811,2024
35047,San Miguel County,New Mexico,,24,,,,24,,,,"Industry Partnership, Reporting Year-2024",1,12597,2024
664140,St. Helena city,California,,48,,,,48,,,,"Industry Partnership, Reporting Year-2025",1,5426,2025
1373256,Statesboro city,Georgia,,4,,,,4,,,,"Industry Partnership, Reporting Year-2025",1,33185,2025
4870868,Sullivan City city,Texas,,16,,,,16,,,,"Industry Partnership, Reporting Year-2025",1,3917,2025
481480,Wellton town,Arizona,,31,,,,31,,,,"Industry Partnership, Reporting Year-2024",1,2447,2024
886750,Yuma city,Colorado,,13,,,,13,,,,"Industry Partnership, Reporting Year-2024",1,3443,2024
1203975,Bay Harbor Islands town,Florida,,11,,,,11,,,,"Industry Partnership, Reporting Year-2024",1,5843,2024
622594,Emeryville city,California,,1,,,,1,,,,"Industry Partnership, Reporting Year-2025",1,12840,2025
1238025,Lake Helen city,Florida,,11,,,,11,,,,"Industry Partnership, Reporting Year-2025",1,2836,2025
657834,Plymouth city,California,,3,,,,3,,,,"Industry Partnership, Reporting Year-2025",1,1297,2025
4865690,Santa Clara city,Texas,,13,,,,13,,,,"Industry Partnership, Reporting Year-2024",1,713,2024
4803696,Archer City city,Texas,,0,,,,0,,,,"Industry Partnership, Reporting Year-2022",1,1549,2022
4809004,Blum town,Texas,,0,,,,0,,,,"Industry Partnership, Reporting Year-2023",1,402,2023
4811116,Buffalo city,Texas,,0,,,,0,,,,"Industry Partnership, Reporting Year-2025",1,1838,2025
13045,Carroll County,Georgia,1281,0,,,,0,,,,"Ohm Analytics, Reporting Year-2025",1,72797,2025
813845,Cherry Hills Village city,Colorado,,19,,,,19,,,,"Industry Partnership, Reporting Year-2025",1,6405,2025
623168,Fairfax town,California,,2,,,,2,,,,"Industry Partnership, Reporting Year-2025",1,7567,2025
2923752,Farmington city,Missouri,,0,,,,0,,,,"Ohm Analytics, Reporting Year-2025",1,17859,2025
4727740,Franklin city,Tennessee,1852,0,,,,0,,,,"Ohm Analytics, Reporting Year-2025",1,83630,2025
2762824,Stillwater city,Minnesota,,1,,,,1,,,,"Industry Partnership, Reporting Year-2024",1,19316,2024
4870604,Streetman town,Texas,,0,,,,0,,,,"Industry Partnership, Reporting Year-2024",1,490,2024
3744160,Mooresboro town,North Carolina,,,,,,,,,,,,204,
4801600,Alamo Heights city,Texas,,,,,,,,,,,,7417,
608058,Brawley city,California,,,,,,,,,,,,26509,
3763760,Spencer town,North Carolina,,,,,,,,,,,,3296,
72011,AÃ±asco Municipio,Puerto Rico,,,,,,,,,,,,25497,
100124,Abbeville city,Alabama,,,,,,,,,,,,2309,
1300184,Abbeville city,Georgia,,,,,,,,,,,,2752,
2200100,Abbeville city,Louisiana,,,,,,,,,,,,11213,
4500100,Abbeville city,South Carolina,,,,,,,,,,,,4892,
45001,Abbeville County,South Carolina,,,,,,,,,,,,15959,
2800100,Abbeville town,Mississippi,,,,,,,,,,,,395,
2302100100,Abbot town,Maine,,,,,,,,,,,,601,
5500100,Abbotsford city,Wisconsin,,,,,,,,,,,,2186,
4800100,Abbott city,Texas,,,,,,,,,,,,288,
4200116,Abbottstown borough,Pennsylvania,,,,,,,,,,,,850,
2000100,Abbyville city,Kansas,,,,,,,,,,,,64,
3800100,Abercrombie city,North Dakota,,,,,,,,,,,,261,
1600100,Aberdeen city,Idaho,,,,,,,,,,,,2611,
2800180,Aberdeen city,Mississippi,,,,,,,,,,,,4972,
4600100,Aberdeen city,South Dakota,,,,,,,,,,,,28388,
3700160,Aberdeen town,North Carolina,,,,,,,,,,,,8674,
3402500070,Aberdeen township,New Jersey,2448,,,,,,,,,,,19234,
3900142,Aberdeen village,Ohio,,,,,,,,,,,,1298,
3100205,Abie village,Nebraska,,,,,,,,,,,,59,
2000125,Abilene city,Kansas,,,,,,,,,,,,6489,
1700113,Abingdon city,Illinois,,,,,,,,,,,,3399,
5100148,Abingdon town,Virginia,,,,,,,,,,,,8346,
2200240,Abita Springs town,Louisiana,,,,,,,,,,,,2639,
22001,Acadia Parish,Louisiana,,,,,,,,,,,,57674,
2400225,Accident town,Maryland,,,,,,,,,,,,391,
5100180,Accomac town,Virginia,,,,,,,,,,,,981,
51001,Accomack County,Virginia,,,,,,,,,,,,24310,
7200186,Aceitunas comunidad,Puerto Rico,,,,,,,,,,,,2063,
1600280,Acequia city,Idaho,,,,,,,,,,,,187,
4000100,Achille town,Oklahoma,,,,,,,,,,,,414,
4801108,Ackerly city,Texas,,,,,,,,,,,,387,
2800300,Ackerman town,Mississippi,,,,,,,,,,,,1793,
1900190,Ackley city,Iowa,,,,,,,,,,,,1699,
1900235,Ackworth city,Iowa,,,,,,,,,,,,106,
2303100275,Acton town,Maine,,,,,,,,,,,,2671,
2500500520,Acushnet town,Massachusetts,,,,,,,,,,,,10560,
1300408,Acworth city,Georgia,,,,,,,,,,,,22318,
3301900260,Acworth town,New Hampshire,,,,,,,,,,,,927,
2700172,Ada city,Minnesota,,,,,,,,,,,,1828,
2608100240,Ada township,Michigan,,,,,,,,,,,,14385,
3900198,Ada village,Ohio,,,,,,,,,,,,5088,
1900370,Adair city,Iowa,,,,,,,,,,,,828,
19001,Adair County,Iowa,,,,,,,,,,,,2729,
21001,Adair County,Kentucky,,,,,,,,,,,,14057,
29001,Adair County,Missouri,,,,,,,,,,,,6912,
40001,Adair County,Oklahoma,,,,,,,,,,,,14104,
4000250,Adair town,Oklahoma,,,,,,,,,,,,751,
4100275,Adair Village city,Oregon,,,,,,,,,,,,1185,
